331,5,0
433,7,0
1102,3,0
738,5,0
857,1,0
506,1,0
1563,3,0
1321,1,0
1496,7,0
696,3,0
728,5,0
142,3,0
232,13,0
1128,32,0
650,20,0
1339,4,0
1615,14,0
1509,5,0
1083,1,0
1092,9,0
1516,2,0
1200,4,0
1371,27,0
833,5,0
1532,13,0
1400,4,0
1494,19,0
1588,13,0
1458,3,0
1163,18,0
336,2,0
1202,14,0
485,8,0
1250,3,0
700,5,0
1296,13,0
1402,3,0
1431,6,0
815,5,0
139,3,0
318,7,0
381,13,0
159,10,0
1220,10,0
1169,17,0
1260,6,0
219,3,0
602,15,0
186,5,0
179,7,0
1115,19,0
1350,8,0
137,3,0
785,9,0
1530,5,0
1204,4,0
1503,10,0
809,14,0
1459,9,0
1624,9,0
916,18,0
970,6,0
858,6,0
1208,10,0
1685,9,0
128,11,0
1002,4,0
356,4,0
233,11,0
1055,16,0
1304,13,0
1313,5,0
1496,17,0
880,1,0
409,10,0
232,16,0
320,3,0
445,2,0
1105,3,0
1667,23,0
1619,11,0
165,4,0
488,8,0
1325,5,0
1652,11,0
192,2,0
1413,9,0
1037,6,0
856,2,0
334,4,0
936,6,0
332,2,0
1613,7,0
1504,3,0
1645,9,0
127,3,0
1640,8,0
761,4,0
436,4,0
128,6,0
1621,23,0
216,5,0
904,16,0
280,4,0
236,6,0
152,3,0
872,9,0
1496,2,0
1413,8,0
605,3,0
1621,36,0
1059,2,0
1591,1,0
934,6,0
613,4,0
1629,15,0
1098,9,0
1128,11,0
1136,7,0
807,14,0
1050,15,0
1593,19,0
1413,7,0
1083,19,0
1400,2,0
1457,3,0
1371,32,0
245,3,0
265,21,0
1391,3,0
1355,5,0
1574,3,0
1084,18,0
1710,15,0
896,11,0
702,4,0
807,2,0
602,10,0
1338,16,0
383,11,0
285,3,0
1671,9,0
1083,17,0
377,20,0
159,6,0
1603,4,0
861,3,0
1621,30,0
927,2,0
737,10,0
937,7,0
699,1,0
1350,11,0
121,22,0
232,27,0
1041,9,0
1058,11,0
701,3,0
879,2,0
269,3,0
666,3,0
262,16,0
784,9,0
1544,4,0
903,9,0
280,3,0
555,9,0
369,7,0
1399,3,0
1317,1,0
232,4,0
822,3,0
393,3,0
817,2,0
355,2,0
667,3,0
1687,5,0
1600,6,0
1449,14,0
697,3,0
1357,6,0
253,4,0
1061,5,0
657,7,0
657,15,0
738,2,0
1644,17,0
1603,3,0
1394,3,0
447,4,0
802,21,0
1125,5,0
212,19,0
1361,3,0
1387,7,0
1186,9,0
109,6,0
1233,6,0
1524,3,0
551,2,0
1443,5,0
1594,6,0
1220,12,0
202,9,0
55,8,0
1082,12,0
243,8,0
1639,12,0
179,2,0
384,8,0
1139,4,0
700,3,0
260,12,0
236,11,0
1069,2,0
368,4,0
1628,8,0
1473,6,0
383,21,0
175,4,0
481,5,0
319,4,0
786,18,0
786,34,0
1597,2,0
1449,19,0
68,2,0
1365,3,0
679,3,0
1288,4,0
430,11,0
815,7,0
1094,3,0
1302,4,0
1609,6,0
372,8,0
1300,3,0
1621,25,0
555,4,0
481,3,0
694,5,0
1497,7,0
1204,7,0
1154,4,0
319,12,0
1393,3,0
867,2,0
1466,4,0
195,6,0
1409,9,0
387,1,0
1174,9,0
180,5,0
212,21,0
1058,13,0
730,4,0
213,2,0
995,7,0
884,3,0
1483,8,0
1051,5,0
1338,1,0
431,7,0
231,27,0
1567,6,0
171,4,0
1589,3,0
1720,4,0
1697,17,0
1700,17,0
43,2,0
685,4,0
837,2,0
208,3,0
1589,8,0
383,12,0
1721,19,0
1202,26,0
1647,17,0
441,10,0
461,22,0
1171,7,0
260,8,0
618,6,0
679,7,0
1195,15,0
8,4,0
1514,6,0
1042,3,0
515,3,0
1685,2,0
1358,2,0
1368,12,0
176,3,0
888,6,0
1078,10,0
1409,6,0
1631,21,0
1391,4,0
1342,1,0
1054,5,0
351,3,0
1261,4,0
1621,34,0
1613,4,0
1706,12,0
1618,11,0
809,11,0
1317,3,0
391,7,0
968,3,0
874,5,0
1052,2,0
1721,8,0
692,10,0
595,5,0
1154,2,0
514,16,0
1357,2,0
1654,3,0
1448,2,0
1197,5,0
695,7,0
802,32,0
680,3,0
1657,1,0
1697,4,0
167,4,0
1504,4,0
1250,11,0
1096,7,0
492,29,0
1179,9,0
1392,9,0
396,2,0
1596,18,0
994,3,0
1,3,0
1041,11,0
984,3,0
419,5,0
1721,23,0
1076,10,0
659,14,0
1452,2,0
1700,11,0
212,5,0
702,6,0
1675,2,0
1238,12,0
610,12,0
781,1,0
1314,5,0
197,5,0
123,3,0
278,4,0
946,13,0
345,2,0
1495,3,0
135,5,0
383,16,0
1128,13,0
1681,1,0
804,13,0
383,10,0
276,4,0
819,8,0
1057,1,0
840,8,0
342,13,0
231,41,0
1369,30,0
1700,10,0
974,7,0
887,2,0
1706,13,0
196,7,0
1354,9,0
1428,12,0
1701,4,0
1697,8,0
1696,7,0
267,11,0
590,2,0
232,15,0
141,3,0
401,4,0
65,3,0
1683,6,0
109,8,0
1371,24,0
1675,11,0
1695,23,0
1167,3,0
420,11,0
1699,3,0
372,7,0
420,8,0
854,6,0
1461,2,0
1368,2,0
947,3,0
857,6,0
1690,9,0
1511,9,0
1494,18,0
1055,13,0
1296,7,0
440,8,0
1174,8,0
121,20,0
1257,17,0
1202,18,0
169,2,0
720,2,0
433,8,0
888,7,0
204,3,0
1044,11,0
213,8,0
155,8,0
231,1,0
1138,32,0
860,11,0
983,12,0
1216,7,0
1052,3,0
1470,4,0
1368,14,0
788,6,0
1688,42,0
1100,5,0
1395,7,0
1619,16,0
787,3,0
1245,6,0
342,3,0
1277,3,0
1314,4,0
243,1,0
371,2,0
232,8,0
237,5,0
1682,32,0
993,9,0
262,17,0
1735,4,0
1608,7,0
116,4,0
1459,4,0
631,2,0
1136,6,0
1050,12,0
1639,6,0
1120,3,0
946,2,0
783,8,0
434,6,0
1193,12,0
245,14,0
1707,9,0
184,2,0
1396,18,0
592,2,0
338,4,0
384,4,0
1128,29,0
1207,5,0
160,3,0
934,5,0
1517,9,0
1687,11,0
1536,9,0
484,3,0
985,6,0
804,5,0
904,3,0
484,16,0
279,3,0
437,3,0
220,3,0
828,2,0
1577,5,0
1629,6,0
282,3,0
232,7,0
887,3,0
57,4,0
825,7,0
611,1,0
1494,21,0
486,4,0
1375,3,0
164,7,0
273,3,0
787,4,0
1683,5,0
1591,2,0
1275,11,0
1737,4,0
916,16,0
1400,7,0
1543,9,0
1213,6,0
440,6,0
1622,12,0
338,8,0
1312,6,0
1706,20,0
1448,5,0
780,3,0
464,4,0
521,3,0
383,22,0
1257,5,0
363,6,0
446,5,0
1482,7,0
383,18,0
1296,9,0
1562,3,0
1550,5,0
813,8,0
582,3,0
863,2,0
30,4,0
376,6,0
688,5,0
232,6,0
1092,7,0
1193,11,0
865,2,0
1559,5,0
1051,3,0
1085,9,0
267,9,0
661,3,0
852,3,0
109,20,0
1494,20,0
458,4,0
672,4,0
1033,3,0
484,11,0
406,1,0
734,5,0
967,2,0
110,6,0
883,1,0
339,5,0
240,9,0
1320,10,0
1324,23,0
1392,7,0
1043,4,0
496,3,0
1127,4,0
