4549,7,0
2881,30,0
6281,9,0
824,11,0
5912,5,0
4137,35,0
6104,21,0
2395,13,0
5930,8,0
3996,34,0
4921,22,0
3954,13,0
6148,13,0
5527,5,0
1874,5,0
6346,32,0
3318,1,0
6,8,0
834,13,0
2916,7,0
6315,16,0
5154,10,0
3182,17,0
4227,15,0
6476,23,0
4822,14,0
2917,15,0
4391,30,0
4962,12,0
113,5,0
721,18,0
5388,13,0
1231,22,0
1404,1,0
3092,15,0
81,11,0
841,30,0
515,13,0
5438,6,0
138,26,0
3429,22,0
3151,19,0
4421,2,0
1236,42,0
2301,17,0
6405,19,0
5962,13,0
2058,4,0
132,7,0
3461,11,0
4256,15,0
2083,7,0
4520,13,0
5766,3,0
1087,2,0
4207,9,0
6169,7,0
890,9,0
72,8,0
148,1,0
2435,43,0
2553,22,0
6413,15,0
4493,23,0
4039,26,0
2782,2,0
6489,25,0
1909,22,0
3116,3,0
3954,20,0
742,7,0
2121,16,0
3689,14,0
2210,10,0
2740,30,0
6370,19,0
4908,4,0
5759,3,0
4920,12,0
1126,28,0
2887,32,0
2146,12,0
1310,32,0
2802,3,0
5020,9,0
2030,16,0
4289,7,0
768,3,0
131,17,0
791,7,0
2223,12,0
524,19,0
5551,2,0
6383,5,0
3434,10,0
3822,7,0
4063,42,0
9,16,0
4019,18,0
2074,7,0
4799,1,0
4897,4,0
4508,30,0
4530,11,0
3205,28,0
857,13,0
3285,5,0
6313,23,0
4593,50,0
1025,9,0
1881,24,0
146,16,0
3124,6,0
2220,7,0
1349,6,0
4930,30,0
2513,43,0
8,16,0
5234,4,0
1416,5,0
1202,19,0
2934,18,0
2047,6,0
3291,3,0
4234,7,0
6376,3,0
2667,11,0
4762,19,0
5578,19,0
3558,41,0
23,7,0
834,6,0
5307,2,0
2903,4,0
3516,21,0
3975,12,0
6258,5,0
4526,15,0
4332,13,0
3136,25,0
1970,7,0
409,14,0
4798,2,0
2069,20,0
5218,14,0
1066,17,0
5751,8,0
2215,32,0
4571,19,0
2495,4,0
6427,5,0
2865,12,0
5754,12,0
1409,10,0
2332,36,0
3098,10,0
3090,42,0
5004,14,0
797,7,0
5908,9,0
99,23,0
2840,15,0
5591,23,0
3685,6,0
4797,2,0
25,2,0
322,17,0
5515,17,0
4019,34,0
5503,9,0
187,19,0
737,4,0
5371,10,0
394,36,0
6274,35,0
953,6,0
5242,3,0
1480,7,0
835,27,0
4453,45,0
3536,10,0
5733,19,0
4499,32,0
1915,8,0
4715,24,0
4721,18,0
5861,9,0
3019,23,0
3749,1,0
1296,7,0
987,24,0
6471,16,0
429,9,0
2889,7,0
3346,7,0
6172,1,0
1658,10,0
6257,15,0
986,5,0
4071,8,0
3096,8,0
4150,14,0
2208,14,0
4576,3,0
5254,5,0
2993,9,0
5790,5,0
6324,24,0
3940,9,0
3891,4,0
4478,4,0
2150,11,0
3894,15,0
1324,11,0
6410,28,0
41,16,0
6271,19,0
3564,33,0
1810,6,0
3280,22,0
3670,25,0
4150,13,0
2008,4,0
1465,3,0
3522,12,0
5777,16,0
4513,26,0
276,5,0
1039,17,0
591,18,0
4020,26,0
3710,3,0
1019,1,0
2243,29,0
4451,26,0
69,11,0
4613,12,0
