4643,7,0
5631,23,0
1863,16,0
3048,13,1
2762,26,1
5877,17,1
315,6,0
392,49,1
1690,10,1
6002,24,1
396,28,1
5711,21,0
661,18,1
4986,5,0
339,14,0
1525,3,0
4345,18,1
2836,38,1
1751,45,0
3419,15,1
5216,3,0
3272,12,1
1615,20,1
1019,20,0
1221,9,1
173,7,1
467,8,0
4518,33,0
3397,19,1
4392,13,0
4096,25,1
5903,12,1
3425,40,1
3317,8,0
631,8,0
2979,7,1
1565,16,1
4410,30,1
4476,30,1
4417,8,1
4669,4,1
2827,12,1
6281,1,0
3347,3,1
3548,12,0
4686,1,0
3994,30,0
2644,26,1
383,7,1
5593,18,0
455,18,0
3526,14,0
5234,21,1
3986,52,0
1966,10,0
4668,5,1
1996,11,1
1513,2,1
3329,18,1
458,6,0
1733,42,1
2222,9,0
6370,14,1
6104,15,0
2458,29,1
3266,14,1
435,8,0
656,8,1
4122,44,1
866,20,0
991,18,1
3256,1,1
4241,5,0
1015,16,0
3757,13,0
2316,4,0
730,8,0
250,11,1
2535,18,1
318,27,1
2595,14,1
4063,47,0
1632,6,1
675,10,0
4627,18,1
4837,17,0
317,20,1
3972,1,0
1025,2,1
3509,1,0
5251,12,1
1541,10,1
2272,6,0
4728,32,0
3555,13,1
1646,6,1
1220,17,0
1298,10,0
4034,9,1
4029,23,1
1622,24,1
5031,10,0
4822,11,1
4101,11,1
1928,22,0
5666,20,1
5282,10,1
972,13,0
635,10,0
286,14,1
1262,13,0
4960,27,0
1101,9,1
1188,19,1
3834,8,0
598,5,0
600,8,0
1461,22,1
1913,1,0
3241,9,1
3749,1,1
3055,15,1
1541,14,1
6444,4,1
3430,3,0
4987,10,0
3492,1,0
1270,5,1
6002,17,1
1496,10,0
4897,4,1
4486,9,0
898,3,0
4568,15,1
1219,11,0
5661,14,1
2880,13,1
2427,8,1
2396,18,1
4081,15,1
3788,17,0
6367,15,0
6044,32,0
639,31,0
5863,10,0
551,11,0
410,10,0
260,11,1
3296,34,0
1660,20,1
2530,25,1
6381,8,0
2539,15,1
5274,2,1
4142,20,0
6123,8,0
1633,15,1
3248,6,1
5301,21,1
4077,50,0
4838,4,0
4369,30,1
3270,8,1
3440,12,0
4229,6,0
1188,8,1
5003,8,1
4179,19,0
952,11,0
4057,9,1
2156,4,1
5379,16,1
710,21,0
630,2,1
454,28,1
4524,19,0
1837,3,0
2446,34,1
4950,20,1
3362,18,1
598,9,1
530,12,0
2581,23,1
1201,12,0
5530,6,0
2838,19,1
3272,1,1
3359,19,0
4138,12,1
4198,8,1
228,6,0
3105,34,0
3338,24,0
718,18,1
5998,20,0
888,6,0
621,31,0
422,11,1
6018,8,1
1036,33,1
391,16,1
177,8,1
1670,13,1
3695,13,1
635,7,0
4087,8,1
3344,13,0
1971,10,0
473,8,0
3556,16,0
5981,7,0
