567,9,0
1745,6,1
1040,6,0
1222,22,1
1988,13,1
1988,17,1
347,4,0
1766,8,0
1754,9,1
470,6,1
1674,19,0
1766,2,0
1711,57,0
1812,15,1
2004,20,0
1659,27,0
1817,11,0
995,25,1
1313,3,0
1964,7,0
1743,16,0
1767,3,0
1055,15,0
1030,5,0
994,3,1
940,5,1
832,10,0
954,7,0
301,9,0
1370,13,0
1711,35,0
1656,6,0
661,4,1
910,19,0
1503,17,0
1014,15,1
1718,15,0
386,6,0
1157,13,1
856,14,0
1138,22,0
1294,1,0
1479,12,0
1398,12,0
910,7,0
1773,7,1
1259,1,1
1408,9,0
1673,3,1
1050,6,1
1087,8,1
1998,9,0
1901,9,0
1230,19,0
1300,36,1
1661,26,0
1920,7,0
1744,2,0
1064,15,0
1354,16,0
1471,1,0
1471,6,1
1309,14,0
733,17,0
2183,2,0
1923,12,0
1995,1,0
1670,17,0
1396,1,0
1338,8,0
693,27,1
1855,2,1
1463,15,0
2058,15,1
325,11,0
1704,13,0
997,22,1
1556,11,0
1798,17,0
1735,9,0
800,10,0
1672,2,0
1238,41,1
1461,19,1
1305,12,1
1112,8,0
723,7,0
766,19,0
1170,7,0
1023,25,0
2116,9,0
1021,3,0
669,2,0
1361,10,0
