594,15,0
110,22,0
8,12,0
1393,11,0
1519,28,1
416,8,0
949,9,0
1364,5,0
782,8,1
480,12,0
51,19,0
736,4,1
118,11,0
478,6,0
518,8,0
56,13,0
1085,8,0
137,6,0
100,13,0
125,7,0
984,12,0
1287,1,1
85,3,1
527,11,0
322,5,1
991,10,0
787,7,0
526,19,0
386,9,0
1257,15,1
264,12,0
954,14,0
976,10,0
489,6,0
1201,14,1
1424,15,0
448,20,0
87,11,1
418,7,0
235,6,0
424,10,0
1410,18,0
961,8,0
1000,9,0
783,6,0
378,6,0
1258,5,1
625,8,1
334,10,1
400,5,0
1029,22,1
154,8,0
477,18,0
1012,19,0
719,4,1
526,16,0
289,6,0
1402,1,1
87,8,1
1309,12,1
279,17,0
306,12,1
414,3,1
383,5,0
95,13,0
287,7,0
434,4,1
945,7,0
247,21,0
496,7,0
1297,3,1
448,8,0
701,13,0
589,8,0
525,11,0
1519,21,1
215,9,0
163,3,1
12,7,1
463,2,0
1392,9,0
317,3,1
216,8,0
1428,27,0
564,8,1
145,6,0
74,4,0
1423,4,0
208,9,0
353,8,1
1201,7,1
12,13,0
